Code Domaine,Domaine,Code zone,Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole
"TA","Animaux vivants","133","Mali","5622","Importations - Valeur","1057","Poulets","2017","2017","1000 US$","4237","","Donnée officielle"
"TA","Animaux vivants","133","Mali","5622","Importations - Valeur","1057","Poulets","2018","2018","1000 US$","2662","R","Données estimées en utilisant les données des pays partenaires"
"TA","Animaux vivants","134","Malte","5622","Importations - Valeur","1057","Poulets","2017","2017","1000 US$","69","","Donnée officielle"
"TA","Animaux vivants","134","Malte","5622","Importations - Valeur","1057","Poulets","2018","2018","1000 US$","10","","Donnée officielle"
"TA","Animaux vivants","143","Maroc","5622","Importations - Valeur","1057","Poulets","2017","2017","1000 US$","17181","","Donnée officielle"
"TA","Animaux vivants","143","Maroc","5622","Importations - Valeur","1057","Poulets","2018","2018","1000 US$","18285","","Donnée officielle"
"TA","Animaux vivants","137","Maurice","5622","Importations - Valeur","1057","Poulets","2017","2017","1000 US$","1025","","Donnée officielle"
"TA","Animaux vivants","137","Maurice","5622","Importations - Valeur","1057","Poulets","2018","2018","1000 US$","1542","","Donnée officielle"
"TA","Animaux vivants","136","Mauritanie","5622","Importations - Valeur","1057","Poulets","2017","2017","1000 US$","92","","Donnée officielle"
"TA","Animaux vivants","138","Mexique","5622","Importations - Valeur","1057","Poulets","2017","2017","1000 US$","25837","","Donnée officielle"
"TA","Animaux vivants","138","Mexique","5622","Importations - Valeur","1057","Poulets","2018","2018","1000 US$","24176","","Donnée officielle"
"TA","Animaux vivants","141","Mongolie","5622","Importations - Valeur","1057","Poulets","2017","2017","1000 US$","309","","Donnée officielle"
"TA","Animaux vivants","141","Mongolie","5622","Importations - Valeur","1057","Poulets","2018","2018","1000 US$","32","","Donnée officielle"
"TA","Animaux vivants","273","Monténégro","5622","Importations - Valeur","1057","Poulets","2017","2017","1000 US$","1405","","Donnée officielle"
"TA","Animaux vivants","273","Monténégro","5622","Importations - Valeur","1057","Poulets","2018","2018","1000 US$","1566","","Donnée officielle"
"TA","Animaux vivants","144","Mozambique","5622","Importations - Valeur","1057","Poulets","2017","2017","1000 US$","3079","R","Données estimées en utilisant les données des pays partenaires"
"TA","Animaux vivants","144","Mozambique","5622","Importations - Valeur","1057","Poulets","2018","2018","1000 US$","3966","R","Données estimées en utilisant les données des pays partenaires"
"TA","Animaux vivants","28","Myanmar","5622","Importations - Valeur","1057","Poulets","2017","2017","1000 US$","4984","","Donnée officielle"
"TA","Animaux vivants","28","Myanmar","5622","Importations - Valeur","1057","Poulets","2018","2018","1000 US$","6398","","Donnée officielle"
"TA","Animaux vivants","147","Namibie","5622","Importations - Valeur","1057","Poulets","2017","2017","1000 US$","1550","","Donnée officielle"
"TA","Animaux vivants","147","Namibie","5622","Importations - Valeur","1057","Poulets","2018","2018","1000 US$","1594","","Donnée officielle"
"TA","Animaux vivants","149","Népal","5622","Importations - Valeur","1057","Poulets","2017","2017","1000 US$","7897","*","Chiffre non officiel"
"TA","Animaux vivants","149","Népal","5622","Importations - Valeur","1057","Poulets","2018","2018","1000 US$","11796","R","Données estimées en utilisant les données des pays partenaires"
"TA","Animaux vivants","157","Nicaragua","5622","Importations - Valeur","1057","Poulets","2017","2017","1000 US$","7898","","Donnée officielle"
"TA","Animaux vivants","157","Nicaragua","5622","Importations - Valeur","1057","Poulets","2018","2018","1000 US$","7217","","Donnée officielle"
"TA","Animaux vivants","158","Niger","5622","Importations - Valeur","1057","Poulets","2017","2017","1000 US$","298","R","Données estimées en utilisant les données des pays partenaires"
"TA","Animaux vivants","158","Niger","5622","Importations - Valeur","1057","Poulets","2018","2018","1000 US$","516","R","Données estimées en utilisant les données des pays partenaires"
"TA","Animaux vivants","159","Nigéria","5622","Importations - Valeur","1057","Poulets","2017","2017","1000 US$","596","*","Chiffre non officiel"
"TA","Animaux vivants","159","Nigéria","5622","Importations - Valeur","1057","Poulets","2018","2018","1000 US$","32","*","Chiffre non officiel"
"TA","Animaux vivants","160","Nioué","5622","Importations - Valeur","1057","Poulets","2018","2018","1000 US$","1","*","Chiffre non officiel"
"TA","Animaux vivants","162","Norvège","5622","Importations - Valeur","1057","Poulets","2017","2017","1000 US$","457","","Donnée officielle"
"TA","Animaux vivants","162","Norvège","5622","Importations - Valeur","1057","Poulets","2018","2018","1000 US$","506","","Donnée officielle"
"TA","Animaux vivants","153","Nouvelle-Calédonie","5622","Importations - Valeur","1057","Poulets","2017","2017","1000 US$","46","R","Données estimées en utilisant les données des pays partenaires"
"TA","Animaux vivants","153","Nouvelle-Calédonie","5622","Importations - Valeur","1057","Poulets","2018","2018","1000 US$","34","R","Données estimées en utilisant les données des pays partenaires"
"TA","Animaux vivants","221","Oman","5622","Importations - Valeur","1057","Poulets","2017","2017","1000 US$","3025","","Donnée officielle"
"TA","Animaux vivants","221","Oman","5622","Importations - Valeur","1057","Poulets","2018","2018","1000 US$","3188","","Donnée officielle"
"TA","Animaux vivants","226","Ouganda","5622","Importations - Valeur","1057","Poulets","2017","2017","1000 US$","3571","","Donnée officielle"
"TA","Animaux vivants","226","Ouganda","5622","Importations - Valeur","1057","Poulets","2018","2018","1000 US$","6054","","Donnée officielle"
"TA","Animaux vivants","235","Ouzbékistan","5622","Importations - Valeur","1057","Poulets","2017","2017","1000 US$","9154","","Donnée officielle"
"TA","Animaux vivants","235","Ouzbékistan","5622","Importations - Valeur","1057","Poulets","2018","2018","1000 US$","9240","","Donnée officielle"
"TA","Animaux vivants","165","Pakistan","5622","Importations - Valeur","1057","Poulets","2017","2017","1000 US$","13629","","Donnée officielle"
"TA","Animaux vivants","165","Pakistan","5622","Importations - Valeur","1057","Poulets","2018","2018","1000 US$","10582","","Donnée officielle"
"TA","Animaux vivants","299","Palestine","5622","Importations - Valeur","1057","Poulets","2017","2017","1000 US$","1470","","Donnée officielle"
"TA","Animaux vivants","299","Palestine","5622","Importations - Valeur","1057","Poulets","2018","2018","1000 US$","2272","","Donnée officielle"
"TA","Animaux vivants","166","Panama","5622","Importations - Valeur","1057","Poulets","2017","2017","1000 US$","6545","R","Données estimées en utilisant les données des pays partenaires"
"TA","Animaux vivants","166","Panama","5622","Importations - Valeur","1057","Poulets","2018","2018","1000 US$","7894","R","Données estimées en utilisant les données des pays partenaires"
"TA","Animaux vivants","168","Papouasie-Nouvelle-Guinée","5622","Importations - Valeur","1057","Poulets","2017","2017","1000 US$","1028","R","Données estimées en utilisant les données des pays partenaires"
"TA","Animaux vivants","168","Papouasie-Nouvelle-Guinée","5622","Importations - Valeur","1057","Poulets","2018","2018","1000 US$","879","*","Chiffre non officiel"
"TA","Animaux vivants","169","Paraguay","5622","Importations - Valeur","1057","Poulets","2017","2017","1000 US$","6831","","Donnée officielle"
"TA","Animaux vivants","169","Paraguay","5622","Importations - Valeur","1057","Poulets","2018","2018","1000 US$","8571","","Donnée officielle"
"TA","Animaux vivants","150","Pays-Bas","5622","Importations - Valeur","1057","Poulets","2017","2017","1000 US$","787855","","Donnée officielle"
"TA","Animaux vivants","150","Pays-Bas","5622","Importations - Valeur","1057","Poulets","2018","2018","1000 US$","777806","","Donnée officielle"
"TA","Animaux vivants","170","Pérou","5622","Importations - Valeur","1057","Poulets","2017","2017","1000 US$","12440","","Donnée officielle"
"TA","Animaux vivants","170","Pérou","5622","Importations - Valeur","1057","Poulets","2018","2018","1000 US$","13916","","Donnée officielle"
"TA","Animaux vivants","173","Pologne","5622","Importations - Valeur","1057","Poulets","2017","2017","1000 US$","106814","","Donnée officielle"
"TA","Animaux vivants","173","Pologne","5622","Importations - Valeur","1057","Poulets","2018","2018","1000 US$","104236","","Donnée officielle"
"TA","Animaux vivants","70","Polynésie française","5622","Importations - Valeur","1057","Poulets","2017","2017","1000 US$","355","R","Données estimées en utilisant les données des pays partenaires"
"TA","Animaux vivants","70","Polynésie française","5622","Importations - Valeur","1057","Poulets","2018","2018","1000 US$","118","R","Données estimées en utilisant les données des pays partenaires"
"TA","Animaux vivants","174","Portugal","5622","Importations - Valeur","1057","Poulets","2017","2017","1000 US$","19108","","Donnée officielle"
"TA","Animaux vivants","174","Portugal","5622","Importations - Valeur","1057","Poulets","2018","2018","1000 US$","21534","","Donnée officielle"
"TA","Animaux vivants","179","Qatar","5622","Importations - Valeur","1057","Poulets","2017","2017","1000 US$","467","","Donnée officielle"
"TA","Animaux vivants","179","Qatar","5622","Importations - Valeur","1057","Poulets","2018","2018","1000 US$","643","","Donnée officielle"
"TA","Animaux vivants","212","République arabe syrienne","5622","Importations - Valeur","1057","Poulets","2017","2017","1000 US$","25730","R","Données estimées en utilisant les données des pays partenaires"
"TA","Animaux vivants","212","République arabe syrienne","5622","Importations - Valeur","1057","Poulets","2018","2018","1000 US$","47209","R","Données estimées en utilisant les données des pays partenaires"
"TA","Animaux vivants","37","République centrafricaine","5622","Importations - Valeur","1057","Poulets","2017","2017","1000 US$","261","*","Chiffre non officiel"
"TA","Animaux vivants","37","République centrafricaine","5622","Importations - Valeur","1057","Poulets","2018","2018","1000 US$","348","*","Chiffre non officiel"
"TA","Animaux vivants","117","République de Corée","5622","Importations - Valeur","1057","Poulets","2017","2017","1000 US$","22636","","Donnée officielle"
"TA","Animaux vivants","117","République de Corée","5622","Importations - Valeur","1057","Poulets","2018","2018","1000 US$","11095","","Donnée officielle"
"TA","Animaux vivants","146","République de Moldova","5622","Importations - Valeur","1057","Poulets","2017","2017","1000 US$","2155","","Donnée officielle"
"TA","Animaux vivants","146","République de Moldova","5622","Importations - Valeur","1057","Poulets","2018","2018","1000 US$","1905","","Donnée officielle"
"TA","Animaux vivants","250","République démocratique du Congo","5622","Importations - Valeur","1057","Poulets","2017","2017","1000 US$","1183","R","Données estimées en utilisant les données des pays partenaires"
"TA","Animaux vivants","250","République démocratique du Congo","5622","Importations - Valeur","1057","Poulets","2018","2018","1000 US$","1298","R","Données estimées en utilisant les données des pays partenaires"
"TA","Animaux vivants","120","République démocratique populaire lao","5622","Importations - Valeur","1057","Poulets","2017","2017","1000 US$","1010","R","Données estimées en utilisant les données des pays partenaires"
"TA","Animaux vivants","120","République démocratique populaire lao","5622","Importations - Valeur","1057","Poulets","2018","2018","1000 US$","1679","R","Données estimées en utilisant les données des pays partenaires"
"TA","Animaux vivants","56","République dominicaine","5622","Importations - Valeur","1057","Poulets","2017","2017","1000 US$","3178","","Donnée officielle"
"TA","Animaux vivants","56","République dominicaine","5622","Importations - Valeur","1057","Poulets","2018","2018","1000 US$","3469","","Donnée officielle"
"TA","Animaux vivants","215","République-Unie de Tanzanie","5622","Importations - Valeur","1057","Poulets","2017","2017","1000 US$","2076","","Donnée officielle"
"TA","Animaux vivants","215","République-Unie de Tanzanie","5622","Importations - Valeur","1057","Poulets","2018","2018","1000 US$","3317","","Donnée officielle"
"TA","Animaux vivants","183","Roumanie","5622","Importations - Valeur","1057","Poulets","2017","2017","1000 US$","46612","","Donnée officielle"
"TA","Animaux vivants","183","Roumanie","5622","Importations - Valeur","1057","Poulets","2018","2018","1000 US$","62401","","Donnée officielle"
"TA","Animaux vivants","229","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","5622","Importations - Valeur","1057","Poulets","2017","2017","1000 US$","39531","","Donnée officielle"
"TA","Animaux vivants","229","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","5622","Importations - Valeur","1057","Poulets","2018","2018","1000 US$","49859","","Donnée officielle"
"TA","Animaux vivants","184","Rwanda","5622","Importations - Valeur","1057","Poulets","2017","2017","1000 US$","754","","Donnée officielle"
"TA","Animaux vivants","184","Rwanda","5622","Importations - Valeur","1057","Poulets","2018","2018","1000 US$","1053","","Donnée officielle"
"TA","Animaux vivants","189","Sainte-Lucie","5622","Importations - Valeur","1057","Poulets","2017","2017","1000 US$","53","","Donnée officielle"
"TA","Animaux vivants","189","Sainte-Lucie","5622","Importations - Valeur","1057","Poulets","2018","2018","1000 US$","60","","Donnée officielle"
"TA","Animaux vivants","188","Saint-Kitts-et-Nevis","5622","Importations - Valeur","1057","Poulets","2017","2017","1000 US$","71","","Donnée officielle"
"TA","Animaux vivants","188","Saint-Kitts-et-Nevis","5622","Importations - Valeur","1057","Poulets","2018","2018","1000 US$","60","R","Données estimées en utilisant les données des pays partenaires"
"TA","Animaux vivants","191","Saint-Vincent-et-les Grenadines","5622","Importations - Valeur","1057","Poulets","2017","2017","1000 US$","94","","Donnée officielle"
"TA","Animaux vivants","191","Saint-Vincent-et-les Grenadines","5622","Importations - Valeur","1057","Poulets","2018","2018","1000 US$","92","","Donnée officielle"
"TA","Animaux vivants","244","Samoa","5622","Importations - Valeur","1057","Poulets","2017","2017","1000 US$","149","","Donnée officielle"
"TA","Animaux vivants","244","Samoa","5622","Importations - Valeur","1057","Poulets","2018","2018","1000 US$","165","","Donnée officielle"
"TA","Animaux vivants","193","Sao Tomé-et-Principe","5622","Importations - Valeur","1057","Poulets","2017","2017","1000 US$","68","","Donnée officielle"
"TA","Animaux vivants","193","Sao Tomé-et-Principe","5622","Importations - Valeur","1057","Poulets","2018","2018","1000 US$","53","","Donnée officielle"
"TA","Animaux vivants","195","Sénégal","5622","Importations - Valeur","1057","Poulets","2017","2017","1000 US$","716","","Donnée officielle"
"TA","Animaux vivants","195","Sénégal","5622","Importations - Valeur","1057","Poulets","2018","2018","1000 US$","1261","","Donnée officielle"
"TA","Animaux vivants","272","Serbie","5622","Importations - Valeur","1057","Poulets","2017","2017","1000 US$","6815","","Donnée officielle"
"TA","Animaux vivants","272","Serbie","5622","Importations - Valeur","1057","Poulets","2018","2018","1000 US$","7117","","Donnée officielle"
"TA","Animaux vivants","196","Seychelles","5622","Importations - Valeur","1057","Poulets","2017","2017","1000 US$","190","","Donnée officielle"
"TA","Animaux vivants","196","Seychelles","5622","Importations - Valeur","1057","Poulets","2018","2018","1000 US$","109","","Donnée officielle"
"TA","Animaux vivants","197","Sierra Leone","5622","Importations - Valeur","1057","Poulets","2017","2017","1000 US$","220","R","Données estimées en utilisant les données des pays partenaires"
"TA","Animaux vivants","197","Sierra Leone","5622","Importations - Valeur","1057","Poulets","2018","2018","1000 US$","397","R","Données estimées en utilisant les données des pays partenaires"
"TA","Animaux vivants","200","Singapour","5622","Importations - Valeur","1057","Poulets","2017","2017","1000 US$","138697","","Donnée officielle"
"TA","Animaux vivants","200","Singapour","5622","Importations - Valeur","1057","Poulets","2018","2018","1000 US$","151349","","Donnée officielle"
"TA","Animaux vivants","199","Slovaquie","5622","Importations - Valeur","1057","Poulets","2017","2017","1000 US$","33057","","Donnée officielle"
"TA","Animaux vivants","199","Slovaquie","5622","Importations - Valeur","1057","Poulets","2018","2018","1000 US$","36422","","Donnée officielle"
"TA","Animaux vivants","198","Slovénie","5622","Importations - Valeur","1057","Poulets","2017","2017","1000 US$","5828","","Donnée officielle"
"TA","Animaux vivants","198","Slovénie","5622","Importations - Valeur","1057","Poulets","2018","2018","1000 US$","4906","","Donnée officielle"
"TA","Animaux vivants","201","Somalie","5622","Importations - Valeur","1057","Poulets","2017","2017","1000 US$","16","R","Données estimées en utilisant les données des pays partenaires"
"TA","Animaux vivants","201","Somalie","5622","Importations - Valeur","1057","Poulets","2018","2018","1000 US$","118","R","Données estimées en utilisant les données des pays partenaires"
"TA","Animaux vivants","276","Soudan","5622","Importations - Valeur","1057","Poulets","2017","2017","1000 US$","3087","","Donnée officielle"
"TA","Animaux vivants","276","Soudan","5622","Importations - Valeur","1057","Poulets","2018","2018","1000 US$","2523","R","Données estimées en utilisant les données des pays partenaires"
"TA","Animaux vivants","277","Soudan du Sud","5622","Importations - Valeur","1057","Poulets","2017","2017","1000 US$","5","*","Chiffre non officiel"
"TA","Animaux vivants","277","Soudan du Sud","5622","Importations - Valeur","1057","Poulets","2018","2018","1000 US$","2","*","Chiffre non officiel"
"TA","Animaux vivants","38","Sri Lanka","5622","Importations - Valeur","1057","Poulets","2017","2017","1000 US$","3628","","Donnée officielle"
"TA","Animaux vivants","38","Sri Lanka","5622","Importations - Valeur","1057","Poulets","2018","2018","1000 US$","3174","R","Données estimées en utilisant les données des pays partenaires"
"TA","Animaux vivants","210","Suède","5622","Importations - Valeur","1057","Poulets","2017","2017","1000 US$","5366","","Donnée officielle"
"TA","Animaux vivants","210","Suède","5622","Importations - Valeur","1057","Poulets","2018","2018","1000 US$","5414","","Donnée officielle"
"TA","Animaux vivants","211","Suisse","5622","Importations - Valeur","1057","Poulets","2017","2017","1000 US$","2515","","Donnée officielle"
"TA","Animaux vivants","211","Suisse","5622","Importations - Valeur","1057","Poulets","2018","2018","1000 US$","2204","","Donnée officielle"
"TA","Animaux vivants","207","Suriname","5622","Importations - Valeur","1057","Poulets","2017","2017","1000 US$","328","","Donnée officielle"
"TA","Animaux vivants","208","Tadjikistan","5622","Importations - Valeur","1057","Poulets","2017","2017","1000 US$","522","R","Données estimées en utilisant les données des pays partenaires"
"TA","Animaux vivants","208","Tadjikistan","5622","Importations - Valeur","1057","Poulets","2018","2018","1000 US$","941","R","Données estimées en utilisant les données des pays partenaires"
"TA","Animaux vivants","39","Tchad","5622","Importations - Valeur","1057","Poulets","2017","2017","1000 US$","292","R","Données estimées en utilisant les données des pays partenaires"
"TA","Animaux vivants","39","Tchad","5622","Importations - Valeur","1057","Poulets","2018","2018","1000 US$","121","R","Données estimées en utilisant les données des pays partenaires"
"TA","Animaux vivants","167","Tchéquie","5622","Importations - Valeur","1057","Poulets","2017","2017","1000 US$","23398","","Donnée officielle"
"TA","Animaux vivants","167","Tchéquie","5622","Importations - Valeur","1057","Poulets","2018","2018","1000 US$","23582","","Donnée officielle"
"TA","Animaux vivants","216","Thaïlande","5622","Importations - Valeur","1057","Poulets","2017","2017","1000 US$","24971","","Donnée officielle"
"TA","Animaux vivants","216","Thaïlande","5622","Importations - Valeur","1057","Poulets","2018","2018","1000 US$","23324","","Donnée officielle"
"TA","Animaux vivants","176","Timor-Leste","5622","Importations - Valeur","1057","Poulets","2017","2017","1000 US$","4","","Donnée officielle"
"TA","Animaux vivants","176","Timor-Leste","5622","Importations - Valeur","1057","Poulets","2018","2018","1000 US$","137","R","Données estimées en utilisant les données des pays partenaires"
"TA","Animaux vivants","217","Togo","5622","Importations - Valeur","1057","Poulets","2017","2017","1000 US$","114","","Donnée officielle"
"TA","Animaux vivants","217","Togo","5622","Importations - Valeur","1057","Poulets","2018","2018","1000 US$","190","","Donnée officielle"
"TA","Animaux vivants","219","Tonga","5622","Importations - Valeur","1057","Poulets","2017","2017","1000 US$","15","*","Chiffre non officiel"
"TA","Animaux vivants","219","Tonga","5622","Importations - Valeur","1057","Poulets","2018","2018","1000 US$","24","*","Chiffre non officiel"
"TA","Animaux vivants","220","Trinité-et-Tobago","5622","Importations - Valeur","1057","Poulets","2017","2017","1000 US$","636","R","Données estimées en utilisant les données des pays partenaires"
"TA","Animaux vivants","220","Trinité-et-Tobago","5622","Importations - Valeur","1057","Poulets","2018","2018","1000 US$","646","R","Données estimées en utilisant les données des pays partenaires"
"TA","Animaux vivants","222","Tunisie","5622","Importations - Valeur","1057","Poulets","2017","2017","1000 US$","3679","","Donnée officielle"
"TA","Animaux vivants","222","Tunisie","5622","Importations - Valeur","1057","Poulets","2018","2018","1000 US$","4952","","Donnée officielle"
"TA","Animaux vivants","213","Turkménistan","5622","Importations - Valeur","1057","Poulets","2017","2017","1000 US$","8723","R","Données estimées en utilisant les données des pays partenaires"
"TA","Animaux vivants","213","Turkménistan","5622","Importations - Valeur","1057","Poulets","2018","2018","1000 US$","2128","R","Données estimées en utilisant les données des pays partenaires"
"TA","Animaux vivants","223","Turquie","5622","Importations - Valeur","1057","Poulets","2017","2017","1000 US$","9249","","Donnée officielle"
"TA","Animaux vivants","223","Turquie","5622","Importations - Valeur","1057","Poulets","2018","2018","1000 US$","8144","","Donnée officielle"
"TA","Animaux vivants","230","Ukraine","5622","Importations - Valeur","1057","Poulets","2017","2017","1000 US$","41215","","Donnée officielle"
"TA","Animaux vivants","230","Ukraine","5622","Importations - Valeur","1057","Poulets","2018","2018","1000 US$","47792","","Donnée officielle"
"TA","Animaux vivants","234","Uruguay","5622","Importations - Valeur","1057","Poulets","2017","2017","1000 US$","2656","","Donnée officielle"
"TA","Animaux vivants","234","Uruguay","5622","Importations - Valeur","1057","Poulets","2018","2018","1000 US$","2304","","Donnée officielle"
"TA","Animaux vivants","155","Vanuatu","5622","Importations - Valeur","1057","Poulets","2017","2017","1000 US$","68","R","Données estimées en utilisant les données des pays partenaires"
"TA","Animaux vivants","155","Vanuatu","5622","Importations - Valeur","1057","Poulets","2018","2018","1000 US$","39","R","Données estimées en utilisant les données des pays partenaires"
"TA","Animaux vivants","236","Venezuela (République bolivarienne du)","5622","Importations - Valeur","1057","Poulets","2017","2017","1000 US$","1655","","Donnée officielle"
"TA","Animaux vivants","236","Venezuela (République bolivarienne du)","5622","Importations - Valeur","1057","Poulets","2018","2018","1000 US$","1290","","Donnée officielle"
"TA","Animaux vivants","237","Viet Nam","5622","Importations - Valeur","1057","Poulets","2017","2017","1000 US$","9832","","Donnée officielle"
"TA","Animaux vivants","237","Viet Nam","5622","Importations - Valeur","1057","Poulets","2018","2018","1000 US$","12495","","Donnée officielle"
"TA","Animaux vivants","249","Yémen","5622","Importations - Valeur","1057","Poulets","2017","2017","1000 US$","7000","F","Estimation FAO"
"TA","Animaux vivants","249","Yémen","5622","Importations - Valeur","1057","Poulets","2018","2018","1000 US$","7000","F","Estimation FAO"
"TA","Animaux vivants","251","Zambie","5622","Importations - Valeur","1057","Poulets","2017","2017","1000 US$","3498","","Donnée officielle"
"TA","Animaux vivants","251","Zambie","5622","Importations - Valeur","1057","Poulets","2018","2018","1000 US$","4410","","Donnée officielle"
"TA","Animaux vivants","181","Zimbabwe","5622","Importations - Valeur","1057","Poulets","2017","2017","1000 US$","2064","","Donnée officielle"
"TA","Animaux vivants","181","Zimbabwe","5622","Importations - Valeur","1057","Poulets","2018","2018","1000 US$","4766","","Donnée officielle"
